The following values sum to 152

1, 2, 12, 68, 69
1, 2, 13, 67, 69
1, 2, 14, 66, 69
1, 2, 14, 67, 68
1, 2, 15, 65, 69
1, 2, 15, 66, 68
1, 2, 16, 64, 69
1, 2, 16, 65, 68
1, 2, 16, 66, 67
1, 2, 17, 63, 69
1, 2, 17, 64, 68
1, 2, 17, 65, 67
1, 2, 18, 62, 69
1, 2, 18, 63, 68
1, 2, 18, 64, 67
1, 2, 18, 65, 66
1, 2, 19, 61, 69
1, 2, 19, 62, 68
1, 2, 19, 63, 67
1, 2, 19, 64, 66
1, 2, 20, 60, 69
1, 2, 20, 61, 68
1, 2, 20, 62, 67
1, 2, 20, 63, 66
1, 2, 20, 64, 65
1, 2, 21, 59, 69
1, 2, 21, 60, 68
1, 2, 21, 61, 67
1, 2, 21, 62, 66
1, 2, 21, 63, 65
1, 2, 22, 58, 69
1, 2, 22, 59, 68
1, 2, 22, 60, 67
1, 2, 22, 61, 66
1, 2, 22, 62, 65
1, 2, 22, 63, 64
1, 2, 23, 57, 69
1, 2, 23, 58, 68
1, 2, 23, 59, 67
1, 2, 23, 60, 66
1, 2, 23, 61, 65
1, 2, 23, 62, 64
1, 2, 24, 56, 69
1, 2, 24, 57, 68
1, 2, 24, 58, 67
1, 2, 24, 59, 66
1, 2, 24, 60, 65
1, 2, 24, 61, 64
1, 2, 24, 62, 63
1, 2, 25, 55, 69
1, 2, 25, 56, 68
1, 2, 25, 57, 67
1, 2, 25, 58, 66
1, 2, 25, 59, 65
1, 2, 25, 60, 64
1, 2, 25, 61, 63
1, 2, 26, 54, 69
1, 2, 26, 55, 68
1, 2, 26, 56, 67
1, 2, 26, 57, 66
1, 2, 26, 58, 65
1, 2, 26, 59, 64
1, 2, 26, 60, 63
1, 2, 26, 61, 62
1, 2, 27, 53, 69
1, 2, 27, 54, 68
1, 2, 27, 55, 67
1, 2, 27, 56, 66
1, 2, 27, 57, 65
1, 2, 27, 58, 64
1, 2, 27, 59, 63
1, 2, 27, 60, 62
1, 2, 28, 52, 69
1, 2, 28, 53, 68
1, 2, 28, 54, 67
1, 2, 28, 55, 66
1, 2, 28, 56, 65
1, 2, 28, 57, 64
1, 2, 28, 58, 63
1, 2, 28, 59, 62
1, 2, 28, 60, 61
1, 2, 29, 51, 69
1, 2, 29, 52, 68
1, 2, 29, 53, 67
1, 2, 29, 54, 66
1, 2, 29, 55, 65
1, 2, 29, 56, 64
1, 2, 29, 57, 63
1, 2, 29, 58, 62
1, 2, 29, 59, 61
1, 2, 30, 50, 69
1, 2, 30, 51, 68
1, 2, 30, 52, 67
1, 2, 30, 53, 66
1, 2, 30, 54, 65
1, 2, 30, 55, 64
1, 2, 30, 56, 63
1, 2, 30, 57, 62
1, 2, 30, 58, 61
1, 2, 30, 59, 60
1, 2, 31, 49, 69
1, 2, 31, 50, 68
1, 2, 31, 51, 67
1, 2, 31, 52, 66
1, 2, 31, 53, 65
1, 2, 31, 54, 64
1, 2, 31, 55, 63
1, 2, 31, 56, 62
1, 2, 31, 57, 61
1, 2, 31, 58, 60
1, 2, 32, 48, 69
1, 2, 32, 49, 68
1, 2, 32, 50, 67
1, 2, 32, 51, 66
1, 2, 32, 52, 65
1, 2, 32, 53, 64
